phone_num,client_id,contact,day_of_week,month,duration,contact_type
949-365-7207,7571,cellular,Tuesday,August,429,cellular
774-326-8039,7572,telephone,Monday,May,824,cellular
609-410-9467,7573,telephone,Friday,September,9994,cellular
773-434-2489,7574,cellular,Monday,February,398,cellular
719-108-2010,7575,cellular,Thursday,July,535,telephone
954-831-9537,7576,telephone,Monday,September,762,telephone
270-532-3627,7577,telephone,Saturday,November,481,cellular
704-680-3316,7578,cellular,Friday,December,167,telephone
975-893-4991,7579,telephone,Sunday,July,662,telephone
351-400-2053,7580,telephone,Wednesday,October,157,cellular
252-691-7254,7581,telephone,Wednesday,January,130,telephone
802-919-8504,7582,cellular,Monday,November,527,cellular
504-181-4095,7583,cellular,Sunday,November,587,telephone
936-438-7637,7584,telephone,Sunday,June,553,cellular
571-733-0936,7585,telephone,Sunday,March,393,telephone
757-354-7721,7586,cellular,Friday,July,986,cellular
805-095-4826,7587,cellular,Friday,August,745,cellular
720-155-9708,7588,cellular,Wednesday,June,629,telephone
248-212-4045,7589,cellular,Sunday,February,832,telephone
805-745-5990,7590,cellular,Thursday,October,310,cellular
303-721-5428,7591,cellular,Saturday,February,653,cellular
440-541-6592,7592,cellular,Saturday,June,853,telephone
442-651-9431,7593,cellular,Tuesday,October,687,telephone
845-535-3746,7594,telephone,Friday,April,394,telephone
717-025-2766,7595,telephone,Monday,November,411,telephone
610-293-0723,7596,cellular,Friday,August,999,telephone
602-186-5827,7597,telephone,Friday,September,189,cellular
802-171-3949,7598,cellular,Tuesday,October,821,cellular
781-680-6622,7599,cellular,Monday,August,907,cellular
430-970-8311,7600,cellular,Sunday,January,853,telephone
305-190-6713,7601,telephone,Friday,November,850,cellular
270-054-9828,7602,cellular,Saturday,March,658,telephone
347-416-9866,7603,telephone,Monday,November,656,telephone
602-643-7181,7604,cellular,Friday,July,322,telephone
507-826-6389,7605,telephone,Tuesday,May,748,cellular
952-804-5657,7606,cellular,Monday,September,376,telephone
915-995-7714,7607,cellular,Tuesday,February,87,telephone
979-870-7261,7608,telephone,Friday,March,432,telephone
603-880-7828,7609,cellular,Tuesday,February,207,cellular
651-838-6368,7610,cellular,Tuesday,January,624,telephone
719-238-3047,7611,telephone,Friday,December,93,telephone
774-227-2690,7612,cellular,Thursday,September,858,cellular
206-891-1921,7613,telephone,Wednesday,August,160,telephone
765-736-3041,7614,telephone,Saturday,September,353,cellular
432-197-6524,7615,cellular,Saturday,October,297,cellular
989-907-8350,7616,cellular,Saturday,July,118,cellular
417-549-9285,7617,cellular,Tuesday,December,733,telephone
228-852-7196,7618,telephone,Sunday,December,620,cellular
650-987-8966,7619,telephone,Friday,January,111,telephone
424-269-0156,7620,cellular,Thursday,December,221,cellular
737-557-8011,7621,telephone,Wednesday,September,346,cellular
631-389-0327,7622,telephone,Monday,April,205,telephone
574-677-5828,7623,cellular,Friday,July,502,telephone
331-404-1404,7624,cellular,Sunday,March,381,telephone
612-616-9075,7625,cellular,Friday,April,292,cellular
858-104-8826,7626,cellular,Sunday,July,907,telephone
978-494-3916,7627,telephone,Tuesday,November,239,cellular
848-039-9709,7628,telephone,Sunday,July,418,cellular
681-616-1605,7629,cellular,Monday,August,525,cellular
516-837-6535,7630,cellular,Sunday,April,4999,cellular
310-563-0741,7631,telephone,Saturday,August,623,telephone
831-573-9432,7632,cellular,Monday,April,463,telephone
835-331-3633,7633,telephone,Thursday,November,849,telephone
386-951-2923,7634,telephone,Tuesday,April,179,cellular
857-754-1442,7635,cellular,Thursday,July,0,cellular
515-921-8070,7636,cellular,Monday,February,45,telephone
704-927-0614,7637,telephone,Friday,August,675,telephone
850-390-5848,7638,telephone,Saturday,March,951,cellular
331-484-5897,7639,cellular,Friday,August,780,telephone
573-094-7602,7640,cellular,Wednesday,March,331,cellular
603-488-2872,7641,cellular,Tuesday,May,666,telephone
540-393-9043,7642,cellular,Sunday,November,388,cellular
831-422-6617,7643,cellular,Friday,August,84,telephone
914-260-6602,7644,telephone,Saturday,May,240,telephone
810-050-1023,7645,telephone,Tuesday,March,25,cellular
805-422-5014,7646,cellular,Thursday,November,833,telephone
916-277-5932,7647,telephone,Sunday,December,376,cellular
959-613-8358,7648,cellular,Friday,July,390,telephone
484-301-6609,7649,cellular,Sunday,January,832,telephone
201-881-9460,7650,cellular,Monday,June,379,cellular
770-385-6880,7651,telephone,Saturday,February,786,cellular
479-771-3649,7652,telephone,Thursday,September,151,telephone
425-828-1042,7653,telephone,Monday,May,698,cellular
219-173-8806,7654,telephone,Friday,April,738,cellular
949-358-0722,7655,telephone,Friday,June,341,telephone
717-409-0965,7656,telephone,Sunday,July,780,cellular
928-672-0259,7657,telephone,Monday,August,978,telephone
440-060-2310,7658,cellular,Saturday,July,907,telephone
830-229-6370,7659,cellular,Wednesday,March,689,telephone
717-268-2581,7660,telephone,Tuesday,April,3999,telephone
701-812-0008,7661,cellular,Friday,June,500,cellular
760-309-2192,7662,cellular,Monday,April,271,telephone
717-612-9761,7663,cellular,Monday,July,656,cellular
214-485-4322,7664,telephone,Wednesday,July,757,cellular
303-021-0632,7665,telephone,Sunday,December,670,cellular
808-637-6406,7666,telephone,Sunday,July,532,telephone
386-403-3493,7667,cellular,Tuesday,March,838,cellular
610-340-9062,7668,telephone,Sunday,October,639,telephone
913-972-9974,7669,telephone,Monday,November,892,cellular
586-574-2801,7670,telephone,Wednesday,September,753,cellular
571-602-8637,7671,cellular,Sunday,July,964,telephone
203-843-8091,7672,telephone,Saturday,May,842,telephone
857-273-1502,7673,telephone,Thursday,July,297,cellular
806-965-1964,7674,telephone,Saturday,May,292,cellular
412-607-4718,7675,cellular,Monday,October,226,cellular
585-566-8594,7676,telephone,Sunday,September,387,cellular
949-549-1643,7677,cellular,Saturday,December,345,telephone
716-928-1476,7678,telephone,Tuesday,February,916,telephone
616-859-1850,7679,telephone,Friday,September,185,telephone
718-820-4869,7680,telephone,Tuesday,August,201,cellular
817-418-8901,7681,cellular,Tuesday,March,802,telephone
770-312-7305,7682,telephone,Monday,October,563,telephone
949-305-6683,7683,telephone,Sunday,November,398,cellular
213-441-0398,7684,telephone,Sunday,July,729,telephone
915-762-6898,7685,cellular,Friday,March,453,telephone
978-670-2738,7686,telephone,Wednesday,April,15,cellular
941-655-0341,7687,cellular,Friday,September,775,telephone
312-155-2861,7688,telephone,Sunday,September,522,cellular
251-822-9379,7689,telephone,Tuesday,July,932,telephone
219-240-6751,7690,telephone,Thursday,July,576,telephone
310-680-0918,7691,telephone,Monday,February,650,telephone
515-909-3399,7692,cellular,Saturday,November,822,telephone
458-305-9225,7693,cellular,Monday,February,756,telephone
925-396-3892,7694,telephone,Monday,December,350,cellular
435-754-1486,7695,telephone,Saturday,May,489,cellular
386-743-6190,7696,telephone,Wednesday,August,73,telephone
984-882-5788,7697,telephone,Monday,February,495,telephone
307-084-3832,7698,cellular,Wednesday,October,103,telephone
234-052-2279,7699,telephone,Sunday,March,443,cellular
479-778-4669,7700,cellular,Monday,April,105,telephone
941-942-2665,7701,telephone,Thursday,July,9999,telephone
205-845-0349,7702,telephone,Tuesday,May,669,telephone
212-400-9838,7703,cellular,Monday,November,156,telephone
283-832-3963,7704,cellular,Thursday,September,90,telephone
978-625-8068,7705,cellular,Wednesday,January,310,cellular
915-723-5504,7706,telephone,Friday,December,105,cellular
539-512-4651,7707,telephone,Tuesday,May,701,telephone
606-543-6063,7708,telephone,Monday,August,753,cellular
262-244-8537,7709,telephone,Tuesday,June,967,telephone
858-607-6429,7710,telephone,Wednesday,January,90,telephone
607-662-2598,7711,telephone,Tuesday,July,9990,telephone
559-530-5122,7712,telephone,Sunday,April,510,telephone
385-280-5711,7713,telephone,Friday,December,747,telephone
927-113-4120,7714,cellular,Saturday,August,691,cellular
661-881-1469,7715,telephone,Thursday,January,985,cellular
503-596-9536,7716,telephone,Saturday,May,887,telephone
484-437-0310,7717,telephone,Saturday,June,489,telephone
773-427-0398,7718,cellular,Tuesday,January,978,telephone
434-118-2829,7719,telephone,Tuesday,May,487,telephone
216-122-2969,7720,cellular,Saturday,May,865,cellular
317-382-3983,7721,cellular,Wednesday,October,497,cellular
662-550-8097,7722,cellular,Monday,December,195,cellular
935-186-2598,7723,telephone,Friday,August,999,cellular
551-721-7947,7724,telephone,Friday,September,402,cellular
689-679-1640,7725,cellular,Sunday,April,860,cellular
872-900-5526,7726,telephone,Tuesday,February,342,cellular
669-177-3594,7727,telephone,Thursday,December,939,telephone
580-102-5514,7728,cellular,Wednesday,October,749,telephone
509-485-3319,7729,cellular,Monday,June,789,cellular
272-279-8199,7730,cellular,Saturday,December,1999,telephone
708-501-2913,7731,cellular,Saturday,September,88,telephone
410-442-1067,7732,cellular,Wednesday,November,52,cellular
830-745-3895,7733,telephone,Tuesday,June,372,telephone
229-014-2487,7734,telephone,Friday,June,924,telephone
256-495-7952,7735,cellular,Monday,March,503,telephone
910-520-8812,7736,cellular,Thursday,April,419,cellular
817-364-4047,7737,telephone,Sunday,February,486,cellular
478-938-2038,7738,cellular,Thursday,June,771,telephone
323-939-8327,7739,cellular,Thursday,November,589,telephone
504-624-8132,7740,telephone,Monday,September,382,cellular
916-003-9567,7741,telephone,Monday,March,806,cellular
605-414-0001,7742,telephone,Tuesday,May,2999,cellular
603-021-9599,7743,telephone,Wednesday,June,369,telephone
313-045-5156,7744,cellular,Friday,June,887,cellular
870-310-7304,7745,cellular,Monday,September,999,telephone
316-071-2635,7746,cellular,Monday,April,839,cellular
959-080-0093,7747,cellular,Monday,September,262,telephone
405-496-2562,7748,cellular,Monday,June,357,cellular
228-947-4221,7749,cellular,Friday,March,61,telephone
240-603-3883,7750,cellular,Wednesday,April,792,cellular
843-137-3684,7751,cellular,Sunday,December,824,cellular
802-443-1654,7752,cellular,Thursday,October,43,cellular
717-873-3507,7753,cellular,Thursday,April,38,cellular
220-182-5991,7754,telephone,Tuesday,March,865,telephone
910-616-6445,7755,cellular,Friday,May,857,cellular
715-774-8197,7756,cellular,Monday,October,249,cellular
980-223-7041,7757,telephone,Wednesday,March,247,telephone
262-043-4737,7758,cellular,Saturday,November,992,cellular
619-089-1028,7759,telephone,Thursday,May,236,telephone
801-147-9434,7760,cellular,Monday,March,1,cellular
703-127-4624,7761,telephone,Sunday,September,562,cellular
218-966-7050,7762,cellular,Friday,July,976,telephone
845-447-9975,7763,cellular,Saturday,December,788,cellular
580-456-6690,7764,telephone,Tuesday,December,579,telephone
412-540-6476,7765,cellular,Tuesday,October,11,telephone
224-349-3180,7766,telephone,Friday,August,253,cellular
503-293-3426,7767,cellular,Wednesday,February,443,cellular
574-898-1334,7768,telephone,Saturday,April,62,cellular
412-264-1264,7769,cellular,Thursday,July,656,telephone
414-334-5333,7770,cellular,Monday,May,852,telephone
479-290-3231,7771,cellular,Friday,July,49,telephone
302-645-3990,7772,telephone,Monday,December,827,telephone
970-287-4684,7773,telephone,Saturday,January,703,cellular
614-624-7257,7774,telephone,Monday,November,286,cellular
831-444-3852,7775,telephone,Tuesday,November,805,cellular
309-990-1932,7776,telephone,Sunday,January,688,cellular
989-778-8809,7777,telephone,Tuesday,August,6,telephone
858-458-5767,7778,cellular,Tuesday,February,117,telephone
512-402-9603,7779,cellular,Tuesday,June,460,telephone
641-189-0029,7780,telephone,Sunday,November,999,telephone
276-391-4417,7781,telephone,Wednesday,September,777,telephone
985-514-3663,7782,telephone,Friday,April,998,telephone
276-291-5691,7783,telephone,Tuesday,November,319,telephone
917-233-7519,7784,cellular,Saturday,July,335,cellular
281-045-0590,7785,telephone,Thursday,March,344,telephone
407-008-5150,7786,cellular,Thursday,November,253,cellular
361-858-3147,7787,cellular,Thursday,July,621,telephone
253-737-3714,7788,cellular,Friday,October,874,cellular
405-780-5743,7789,telephone,Tuesday,April,352,cellular
405-176-2974,7790,telephone,Sunday,June,786,telephone
321-481-2152,7791,cellular,Friday,August,114,cellular
779-387-6621,7792,cellular,Friday,November,802,telephone
513-397-9262,7793,telephone,Tuesday,December,726,telephone
417-118-1343,7794,cellular,Wednesday,June,99,telephone
406-860-6593,7795,cellular,Wednesday,March,436,cellular
979-967-9542,7796,telephone,Wednesday,November,703,cellular
631-262-6683,7797,cellular,Friday,November,623,telephone
458-513-5181,7798,telephone,Sunday,November,786,cellular
208-662-4512,7799,telephone,Wednesday,October,633,cellular
252-125-7678,7800,cellular,Monday,February,715,cellular
518-189-5757,7801,telephone,Thursday,December,717,cellular
314-645-9467,7802,telephone,Wednesday,July,145,cellular
732-696-4283,7803,cellular,Saturday,February,23,telephone
614-203-2095,7804,telephone,Sunday,May,397,telephone
732-222-5355,7805,cellular,Tuesday,January,873,cellular
430-069-7213,7806,cellular,Wednesday,April,997,telephone
432-594-5865,7807,cellular,Sunday,February,106,telephone
912-837-6887,7808,cellular,Monday,March,815,telephone
408-731-0517,7809,cellular,Tuesday,March,500,cellular
618-616-7066,7810,cellular,Saturday,December,247,cellular
563-823-5488,7811,cellular,Wednesday,June,6999,telephone
975-298-6249,7812,telephone,Wednesday,March,767,telephone
927-421-0087,7813,telephone,Saturday,February,924,telephone
601-528-2806,7814,telephone,Friday,December,486,cellular
808-856-9061,7815,cellular,Monday,April,98,telephone
443-448-8305,7816,cellular,Friday,June,23,telephone
281-502-9128,7817,cellular,Saturday,November,789,telephone
410-250-7176,7818,cellular,Saturday,September,724,cellular
503-798-8696,7819,cellular,Saturday,May,601,cellular
570-487-1881,7820,cellular,Thursday,August,704,cellular
941-211-4472,7821,cellular,Thursday,September,19,cellular
380-892-6499,7822,telephone,Friday,August,622,telephone
731-121-9103,7823,telephone,Monday,December,741,telephone
661-781-0146,7824,telephone,Sunday,May,43,cellular
561-386-2082,7825,telephone,Thursday,April,148,telephone
339-944-0530,7826,cellular,Tuesday,December,113,telephone
725-959-0023,7827,cellular,Thursday,July,860,telephone
762-102-9449,7828,cellular,Monday,February,257,telephone
314-300-1663,7829,cellular,Sunday,June,910,cellular
904-017-1361,7830,cellular,Wednesday,December,816,telephone
316-718-7141,7831,cellular,Monday,October,3999,cellular
984-778-7088,7832,cellular,Tuesday,July,156,cellular
563-082-0820,7833,cellular,Tuesday,December,251,cellular
610-289-3374,7834,telephone,Saturday,April,216,telephone
256-693-2856,7835,cellular,Thursday,March,473,telephone
636-934-6670,7836,cellular,Wednesday,July,85,telephone
816-323-3473,7837,telephone,Saturday,September,577,telephone
573-046-9963,7838,telephone,Monday,August,999,telephone
843-661-7229,7839,cellular,Saturday,November,968,cellular
562-380-8335,7840,telephone,Thursday,April,403,telephone
323-035-5787,7841,telephone,Monday,October,233,cellular
